CHR	START	END	URL_PREFIX
1	18000001	21000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_18000001_21000001
1	19000001	22000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_19000001_22000001
1	20000001	23000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_20000001_23000001
1	21000001	24000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_21000001_24000001
1	22000001	25000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_22000001_25000001
1	23000001	26000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_23000001_26000001
1	24000001	27000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_24000001_27000001
1	25000001	28000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_25000001_28000001
1	26000001	29000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_26000001_29000001
1	27000001	30000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_27000001_30000001
1	28000001	31000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_28000001_31000001
1	29000001	32000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_29000001_32000001
1	30000001	33000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_30000001_33000001
1	31000001	34000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_31000001_34000001
1	32000001	35000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_32000001_35000001
1	33000001	36000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_33000001_36000001
1	34000001	37000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_34000001_37000001
1	35000001	38000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_35000001_38000001
1	36000001	39000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_36000001_39000001
1	37000001	40000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_37000001_40000001
1	38000001	41000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_38000001_41000001
1	39000001	42000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_39000001_42000001
1	40000001	43000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_40000001_43000001
1	41000001	44000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_41000001_44000001
1	42000001	45000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_42000001_45000001
1	43000001	46000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_43000001_46000001
1	44000001	47000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_44000001_47000001
1	45000001	48000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_45000001_48000001
1	46000001	49000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_46000001_49000001
1	47000001	50000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_47000001_50000001
1	48000001	51000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_48000001_51000001
1	49000001	52000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_49000001_52000001
1	50000001	53000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_50000001_53000001
1	51000001	54000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_51000001_54000001
1	52000001	55000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_52000001_55000001
1	53000001	56000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_53000001_56000001
1	54000001	57000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_54000001_57000001
1	55000001	58000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_55000001_58000001
1	56000001	59000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_56000001_59000001
1	57000001	60000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_57000001_60000001
1	58000001	61000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_58000001_61000001
1	59000001	62000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_59000001_62000001
1	60000001	63000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_60000001_63000001
1	61000001	64000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_61000001_64000001
1	62000001	65000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_62000001_65000001
1	63000001	66000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_63000001_66000001
1	64000001	67000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_64000001_67000001
1	65000001	68000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_65000001_68000001
1	66000001	69000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_66000001_69000001
1	67000001	70000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_67000001_70000001
1	68000001	71000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_68000001_71000001
1	69000001	72000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_69000001_72000001
1	70000001	73000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_70000001_73000001
1	71000001	74000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_71000001_74000001
1	72000001	75000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_72000001_75000001
1	73000001	76000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_73000001_76000001
1	74000001	77000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_74000001_77000001
1	75000001	78000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_75000001_78000001
1	76000001	79000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_76000001_79000001
1	77000001	80000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_77000001_80000001
1	78000001	81000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_78000001_81000001
1	79000001	82000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_79000001_82000001
1	80000001	83000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_80000001_83000001
1	81000001	84000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_81000001_84000001
1	82000001	85000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_82000001_85000001
1	83000001	86000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_83000001_86000001
1	84000001	87000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_84000001_87000001
1	85000001	88000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_85000001_88000001
1	86000001	89000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_86000001_89000001
1	87000001	90000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_87000001_90000001
1	88000001	91000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_88000001_91000001
1	89000001	92000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_89000001_92000001
1	90000001	93000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_90000001_93000001
1	91000001	94000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_91000001_94000001
1	92000001	95000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_92000001_95000001
1	93000001	96000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_93000001_96000001
1	94000001	97000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_94000001_97000001
1	95000001	98000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_95000001_98000001
1	96000001	99000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_96000001_99000001
1	97000001	100000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_97000001_100000001
1	98000001	101000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_98000001_101000001
1	99000001	102000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_99000001_102000001
1	100000001	103000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_100000001_103000001
1	101000001	104000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_101000001_104000001
1	102000001	105000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_102000001_105000001
1	103000001	106000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_103000001_106000001
1	104000001	107000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_104000001_107000001
1	105000001	108000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_105000001_108000001
1	106000001	109000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_106000001_109000001
1	107000001	110000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_107000001_110000001
1	108000001	111000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_108000001_111000001
1	109000001	112000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_109000001_112000001
1	110000001	113000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_110000001_113000001
1	111000001	114000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_111000001_114000001
1	112000001	115000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_112000001_115000001
1	113000001	116000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_113000001_116000001
1	114000001	117000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_114000001_117000001
1	115000001	118000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_115000001_118000001
1	116000001	119000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_116000001_119000001
1	117000001	120000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_117000001_120000001
1	118000001	121000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_118000001_121000001
1	119000001	122000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_119000001_122000001
1	120000001	123000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_120000001_123000001
1	121000001	124000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_121000001_124000001
1	140000001	143000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_140000001_143000001
1	141000001	144000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_141000001_144000001
1	142000001	145000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_142000001_145000001
1	143000001	146000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_143000001_146000001
1	144000001	147000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_144000001_147000001
1	145000001	148000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_145000001_148000001
1	146000001	149000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_146000001_149000001
1	147000001	150000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_147000001_150000001
1	148000001	151000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_148000001_151000001
1	149000001	152000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_149000001_152000001
1	150000001	153000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_150000001_153000001
1	151000001	154000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_151000001_154000001
1	152000001	155000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_152000001_155000001
1	153000001	156000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_153000001_156000001
1	154000001	157000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_154000001_157000001
1	155000001	158000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_155000001_158000001
1	156000001	159000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_156000001_159000001
1	157000001	160000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_157000001_160000001
1	158000001	161000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_158000001_161000001
1	159000001	162000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_159000001_162000001
1	160000001	163000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_160000001_163000001
1	161000001	164000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_161000001_164000001
1	162000001	165000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_162000001_165000001
1	163000001	166000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_163000001_166000001
1	164000001	167000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_164000001_167000001
1	165000001	168000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_165000001_168000001
1	166000001	169000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_166000001_169000001
1	167000001	170000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_167000001_170000001
1	168000001	171000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_168000001_171000001
1	169000001	172000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_169000001_172000001
1	170000001	173000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_170000001_173000001
1	171000001	174000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_171000001_174000001
1	172000001	175000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_172000001_175000001
1	173000001	176000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_173000001_176000001
1	174000001	177000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_174000001_177000001
1	175000001	178000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_175000001_178000001
1	176000001	179000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_176000001_179000001
1	177000001	180000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_177000001_180000001
1	178000001	181000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_178000001_181000001
1	179000001	182000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_179000001_182000001
1	180000001	183000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_180000001_183000001
1	181000001	184000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_181000001_184000001
1	182000001	185000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_182000001_185000001
1	183000001	186000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_183000001_186000001
1	184000001	187000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_184000001_187000001
1	185000001	188000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_185000001_188000001
1	186000001	189000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_186000001_189000001
1	187000001	190000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_187000001_190000001
1	188000001	191000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_188000001_191000001
1	189000001	192000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_189000001_192000001
1	190000001	193000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_190000001_193000001
1	191000001	194000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_191000001_194000001
1	192000001	195000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_192000001_195000001
1	193000001	196000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_193000001_196000001
1	194000001	197000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_194000001_197000001
1	195000001	198000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_195000001_198000001
1	196000001	199000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_196000001_199000001
1	197000001	200000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_197000001_200000001
1	198000001	201000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_198000001_201000001
1	199000001	202000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_199000001_202000001
1	200000001	203000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_200000001_203000001
1	201000001	204000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_201000001_204000001
1	202000001	205000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_202000001_205000001
1	203000001	206000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_203000001_206000001
1	204000001	207000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_204000001_207000001
1	205000001	208000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_205000001_208000001
1	206000001	209000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_206000001_209000001
1	207000001	210000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_207000001_210000001
1	208000001	211000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_208000001_211000001
1	209000001	212000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_209000001_212000001
1	210000001	213000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_210000001_213000001
1	211000001	214000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_211000001_214000001
1	212000001	215000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_212000001_215000001
1	213000001	216000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_213000001_216000001
1	214000001	217000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_214000001_217000001
1	215000001	218000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_215000001_218000001
1	216000001	219000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_216000001_219000001
1	217000001	220000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_217000001_220000001
1	218000001	221000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_218000001_221000001
1	219000001	222000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_219000001_222000001
1	220000001	223000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_220000001_223000001
1	221000001	224000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_221000001_224000001
1	222000001	225000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_222000001_225000001
1	223000001	226000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_223000001_226000001
1	224000001	227000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_224000001_227000001
1	225000001	228000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_225000001_228000001
1	226000001	229000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_226000001_229000001
1	227000001	230000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_227000001_230000001
1	228000001	231000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_228000001_231000001
1	229000001	232000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_229000001_232000001
1	230000001	233000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_230000001_233000001
1	231000001	234000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_231000001_234000001
1	232000001	235000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_232000001_235000001
1	233000001	236000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_233000001_236000001
1	234000001	237000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_234000001_237000001
1	235000001	238000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_235000001_238000001
1	236000001	239000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_236000001_239000001
1	237000001	240000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_237000001_240000001
1	238000001	241000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_238000001_241000001
1	239000001	242000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_239000001_242000001
1	240000001	243000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_240000001_243000001
1	241000001	244000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_241000001_244000001
1	242000001	245000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_242000001_245000001
1	243000001	246000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_243000001_246000001
1	244000001	247000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_244000001_247000001
1	245000001	248000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_245000001_248000001
1	246000001	249000001	https://broad-alkesgroup-ukbb-ld.s3.amazonaws.com/UKBB_LD/chr1_246000001_249000001
